model,descriptor,baseline,n_probes,mean,median,p05,p95,min,max,std,frac_sign_flip
nfkb,omega,0.00856985827427413,500,0.027530129248783997,0.021613267019890352,0.001061602657952505,0.07453841084593603,-0.004757281753637145,0.1278356951130308,0.02364800732792656,0.036
nfkb,G_max,1.0724318783603015,500,1.3954579787056414,1.299259908449379,1.0036352926895242,2.144283494275927,1.0,2.6025600313348707,0.35340299920261853,
nfkb,t_star,14.04094786622778,500,18.638355367569787,18.0526472565786,6.017549085526186,28.081895732455543,0.0,32.09359512280635,6.675212227685971,
nfkb,nu,0.46579688631485283,500,0.602017160510317,0.5906862617322044,0.3711355132659678,0.8582842545940107,0.33606501145614137,0.9272494424825918,0.14636273400224406,
nfkb,horizon,1602.6739064451424,500,1602.6739064451422,1602.6739064451424,1602.67390644514,1602.6739064451444,1602.6739064451383,1602.6739064451463,1.327870051335351e-12,
murphy_miller,alpha,-0.65,500,-0.65,-0.6499999999999999,-0.6500000000000005,-0.6499999999999994,-0.650000000000001,-0.6499999999999988,3.706216468605263e-16,0.0
murphy_miller,tau,1.5384615384615383,500,1.5384615384615385,1.5384615384615388,1.5384615384615374,1.5384615384615399,1.538461538461536,1.5384615384615412,8.459870307881575e-16,
murphy_miller,gap,0.0,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
murphy_miller,Q,2.9098892799042666,500,2.909889279904268,2.9098892799042675,2.909889279904264,2.9098892799042706,2.909889279904261,2.9098892799042737,2.0355569028335624e-15,
murphy_miller,r_PR,1.095306171074577,500,1.0746096630328688,1.080123116304183,1.0352140567606964,1.0954084331181935,1.0185689877882778,1.0955902962378439,0.02029081803673855,
murphy_miller,omega,3.707177985806869,500,4.54319816416857,4.1418255627106,3.7045961428068948,6.752547957855265,3.7000144617955826,9.631364851346081,1.064108793957142,0.0
murphy_miller,G_max,2.988442975082458,500,3.516515632858715,3.260384763959375,2.986833805146249,4.921193986069947,2.98397840300946,6.777518786975704,0.6765221637387993,
murphy_miller,t_star,0.6546644844517184,500,0.6546644844517187,0.6546644844517187,0.654664484451718,0.6546644844517191,0.6546644844517174,0.6546644844517198,3.884828849899244e-16,
murphy_miller,nu,0.9511539459653323,500,0.9619147821414553,0.9591021233574362,0.951100187614184,0.9822351687606095,0.9510045760994821,0.9906720003168162,0.010501850545830593,
murphy_miller,horizon,30.769230769230766,500,30.769230769230774,30.769230769230774,30.76923076923075,30.7692307692308,30.76923076923072,30.769230769230827,1.65710387623653e-14,
predator_prey,alpha,-0.11715728752538097,500,-0.11715728752538097,-0.11715728752538096,-0.11715728752538099,-0.11715728752538093,-0.11715728752538102,-0.1171572875253809,2.2761264355043338e-17,0.0
predator_prey,tau,8.53553390593274,500,8.535533905932738,8.53553390593274,8.535533905932738,8.535533905932741,8.535533905932736,8.535533905932743,2.480547330877581e-15,
predator_prey,gap,4.828427124746191,500,4.828427124746192,4.828427124746192,4.82842712474619,4.828427124746195,4.828427124746188,4.828427124746196,1.6940708288598919e-15,
predator_prey,Q,0.0,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
predator_prey,r_PR,1.1904761904761905,500,1.1713624886598912,1.1825789797201776,1.0995855329119621,1.1998632844213526,1.0584743337345504,1.1999995083226607,0.032315772040954226,
predator_prey,omega,0.012310562561766061,500,0.04930926248845251,0.023182314334452798,0.00017097483732318795,0.2013893105352709,6.145977128823478e-07,0.4025339919982475,0.06983964303694402,0.0
predator_prey,G_max,1.006876277150623,500,1.0628607419430631,1.0170637829862916,1.0,1.3042352773019708,1.0,1.6876555576539582,0.1116025451221245,
predator_prey,t_star,0.8546216676778713,500,1.147329588857542,1.068277084597339,0.0,2.360892356960111,0.0,2.777520419953082,0.7483767062203746,
predator_prey,nu,0.6546536707079764,500,0.6939597339664727,0.6725050632552343,0.6327796984176477,0.837402492068798,0.6324566981477997,0.9080622218748817,0.06582113379081267,
predator_prey,horizon,170.71067811865478,500,170.7106781186548,170.71067811865478,170.71067811865476,170.71067811865484,170.71067811865473,170.71067811865487,3.545316333091404e-14,
repressilator,alpha,-0.30319604553856405,500,-0.3031960455385645,-0.30319604553856444,-0.3031960455385651,-0.30319604553856383,-0.3031960455385659,-0.30319604553856305,3.915012243839268e-16,0.0
repressilator,tau,3.298196050755577,500,3.2981960507555725,3.2981960507555725,3.2981960507555654,3.298196050755579,3.298196050755557,3.2981960507555876,4.248241964583269e-15,
repressilator,gap,0.0,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
repressilator,Q,3.9805923256628004,500,3.980592325662796,3.980592325662796,3.980592325662789,3.9805923256628035,3.9805923256627787,3.980592325662816,4.739869634308712e-15,
repressilator,r_PR,2.7007452578976356,500,2.369108193987622,2.4059846553031576,1.9186656017713064,2.676079494772467,1.688290261849972,2.7004336945362035,0.2381695590374039,
repressilator,omega,-0.3031960455385639,500,0.3619657803571684,0.31162234534628663,-0.16905225119979467,1.1111850110580692,-0.28897290158341526,1.8032581317790193,0.3976985058701867,0.806
repressilator,G_max,1.0,500,1.2410433490436197,1.1673302902138443,1.0,1.7356570466015746,1.0,2.2557268919709004,0.2512268907161416,
repressilator,t_star,0.0,500,0.6385043368346333,0.7430228900325462,0.0,1.0732552856025643,0.0,1.1558133844950713,0.36787247812839924,
repressilator,nu,2.457158757679307e-08,500,0.4862885227880798,0.5109540554964797,0.14616824092990802,0.7751121384032701,0.016470981713038818,0.8664038064775925,0.19753630926416246,
repressilator,horizon,65.96392101511154,500,65.96392101511145,65.96392101511145,65.96392101511131,65.96392101511158,65.96392101511114,65.96392101511175,8.523433254464831e-14,
repressilator_het,alpha,-0.260193748088152,500,-0.26019374808815177,-0.26019374808815177,-0.2601937480881521,-0.2601937480881514,-0.26019374808815265,-0.2601937480881511,2.2886487609834494e-16,0.0
repressilator_het,tau,3.843289884356508,500,3.843289884356511,3.843289884356511,3.843289884356506,3.843289884356517,3.843289884356498,3.843289884356521,3.410420089457983e-15,
repressilator_het,gap,0.0,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
repressilator_het,Q,4.3514797863234085,500,4.351479786323411,4.351479786323411,4.351479786323405,4.351479786323418,4.351479786323397,4.351479786323423,3.84777097410799e-15,
repressilator_het,r_PR,2.5493146622034306,500,2.2736420205945933,2.3092031804640847,1.8315657071384563,2.542083490675675,1.5873977611049817,2.5559914072508003,0.21636823911600062,
repressilator_het,omega,0.09477867803984892,500,0.5119560451224728,0.42005162499103454,0.0005581545012706583,1.3288998965807044,-0.09160649709218394,2.0297560222855395,0.41096024346891913,0.048
repressilator_het,G_max,1.0395878168272323,500,1.382134783976779,1.2784721125584353,1.0,2.0483057767652815,1.0,2.9114313636808733,0.3566301036282487,
repressilator_het,t_star,0.6734175016394381,500,0.8689009821153444,0.9620250023420553,0.0,1.2506325030446708,0.0,1.3468350032788776,0.3040817227416934,
repressilator_het,nu,0.2705299966146651,500,0.5430807231831383,0.5457631068684806,0.2956848981565617,0.7979205800119946,0.27086989622897023,0.8625476820105141,0.15755840710178315,
repressilator_het,horizon,76.86579768713015,500,76.86579768713023,76.86579768713023,76.86579768713013,76.86579768713034,76.86579768712996,76.86579768713042,6.688770193789118e-14,
goodwin,alpha,-0.4517363630498353,500,-0.4517363630498354,-0.45173636304983533,-0.4517363630498361,-0.45173636304983467,-0.45173636304983666,-0.4517363630498342,4.399341913460667e-16,0.0
goodwin,tau,2.213680548647089,500,2.2136805486470883,2.2136805486470887,2.213680548647085,2.2136805486470923,2.2136805486470825,2.2136805486470945,2.2040429792431433e-15,
goodwin,gap,0.0,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
goodwin,Q,2.1021563744148293,500,2.1021563744148297,2.1021563744148297,2.102156374414827,2.1021563744148324,2.102156374414823,2.102156374414834,1.7159322040038255e-15,
goodwin,r_PR,2.647197467348171,500,2.37686375000292,2.421521398290742,1.8933243794802794,2.6520004264228674,1.5818264110438747,2.667805193046394,0.2358462449831232,
goodwin,omega,-0.3407831200973092,500,0.08399927945865866,0.02545959256137518,-0.35278827224328496,0.8082287997735519,-0.4225593274122427,1.5722650120353767,0.36013509188218573,0.532
goodwin,G_max,1.0,500,1.0989429385849039,1.005085026619702,1.0,1.466619754784848,1.0,1.9795341312966974,0.1683723518041154,
goodwin,t_star,0.0,500,0.3596191930092517,0.27705638906722013,0.0,0.9419917228285483,0.0,1.1636368340823244,0.37686961309475336,
goodwin,nu,0.1395122443586041,500,0.45451238175492903,0.4711231586817793,0.125374313859022,0.7790396645008515,0.03862432321093067,0.8829533721757998,0.20215071073409585,
goodwin,horizon,44.27361097294178,500,44.27361097294178,44.273610972941775,44.273610972941704,44.273610972941846,44.27361097294165,44.27361097294189,4.319842721490979e-14,
selkov,alpha,-0.12131578947368425,500,-0.12131578947368425,-0.12131578947368424,-0.12131578947368427,-0.12131578947368421,-0.1213157894736843,-0.12131578947368417,2.6338564235134046e-17,0.0
selkov,tau,8.242950108459867,500,8.242950108459867,8.242950108459867,8.242950108459866,8.242950108459869,8.242950108459864,8.242950108459873,1.4883283985265486e-15,
selkov,gap,0.0,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
selkov,Q,3.4510553506436437,500,3.451055350643644,3.4510553506436445,3.451055350643643,3.4510553506436454,3.4510553506436428,3.4510553506436463,7.43633978890105e-16,
selkov,r_PR,1.3547191375861876,500,1.417477916826728,1.3412473215521918,1.0645728227431148,1.9273118703091736,1.0257968140339222,1.9526146117164545,0.2864915974022384,
selkov,omega,0.2943974780264323,500,0.3749809747424298,0.30692593220273345,-0.035023193271114625,1.051803527959602,-0.05257327636780891,1.7727869794374778,0.34425721546577154,0.122
selkov,G_max,1.6157027281397351,500,1.9124770865887468,1.6488003289061899,1.0,3.8283860994903187,1.0,6.060105390153379,0.9348825072243916,
selkov,t_star,2.6823116748430107,500,2.3406264338014706,2.8886433421386264,0.0,3.0949750094342434,0.0,3.094975009434245,0.9836993750885423,
selkov,nu,0.8032937584805518,500,0.7293351834599899,0.8116357238912818,0.26960203419212486,0.9671748422316803,0.21768185106605856,0.987017317966649,0.22492726233307953,
selkov,horizon,164.85900216919734,500,164.85900216919737,164.85900216919737,164.8590021691973,164.8590021691974,164.85900216919728,164.85900216919745,2.895668700818994e-14,
toggle,alpha,-0.8761360673585539,500,-0.8761360673585538,-0.8761360673585539,-0.8761360673585539,-0.8761360673585538,-0.876136067358554,-0.8761360673585538,1.0579207953728439e-16,0.0
toggle,tau,1.141375223844946,500,1.141375223844946,1.141375223844946,1.141375223844946,1.141375223844946,1.1413752238449457,1.141375223844946,4.864753555590494e-17,
toggle,gap,0.14137522384494575,500,0.14137522384494583,0.14137522384494575,0.14137522384494575,0.14137522384494589,0.1413752238449456,0.14137522384494589,7.36752397706379e-17,
toggle,Q,0.0,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
toggle,r_PR,1.991320350334667,500,1.9878821769677555,1.9899350642844973,1.9753920738980084,1.9913124929013462,1.964670108390398,1.991320350258088,0.004873268580787261,
toggle,omega,-0.8761360673585539,500,-0.865880728240646,-0.8713300997143322,-0.8761077955440048,-0.8329399676219713,-0.8761360670829533,-0.8114042306381766,0.013169766981263336,0.0
toggle,G_max,1.0,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
toggle,t_star,0.0,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
toggle,nu,0.0,500,0.0457505454971654,0.03738121467749328,0.002815346371330596,0.1267585828827907,8.78918732858749e-06,0.163962135927579,0.03708320888409659,
toggle,horizon,22.827504476898916,500,22.827504476898916,22.827504476898916,22.827504476898916,22.82750447689892,22.827504476898916,22.82750447689892,1.7259023083924942e-15,
toggle_het,alpha,-0.7999998591409242,500,-0.7999998591409242,-0.7999998591409242,-0.7999998591409243,-0.7999998591409241,-0.7999998591409243,-0.7999998591409241,6.624227340069088e-17,0.0
toggle_het,tau,1.2500002200923448,500,1.2500002200923448,1.2500002200923448,1.2500002200923446,1.2500002200923448,1.2500002200923446,1.2500002200923448,9.930136612989092e-17,
toggle_het,gap,0.25000022009220746,500,0.25000022009220746,0.25000022009220746,0.2500002200922073,0.2500002200922076,0.2500002200922071,0.25000022009220774,1.375063992038775e-16,
toggle_het,Q,0.0,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
toggle_het,r_PR,1.9397944596690397,500,1.9178551542164481,1.9381876768142057,1.7821701592585508,1.969414774752172,1.6360995809678518,1.972660550722835,0.05885967870273108,
toggle_het,omega,-0.7399218938845793,500,-0.7177190093421134,-0.7376610376937325,-0.7876608262074687,-0.5662370595783335,-0.7939661633621289,-0.42163571830879376,0.06820123340824659,0.0
toggle_het,G_max,1.0,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
toggle_het,t_star,0.0,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
toggle_het,nu,0.1916002129637749,500,0.21752416543215142,0.19585087454866068,0.07968560420460243,0.445281424062433,0.054980878272187235,0.5899134718819723,0.10900306426370371,
toggle_het,horizon,25.000004401846894,500,25.000004401846894,25.000004401846894,25.00000440184689,25.000004401846898,25.00000440184689,25.000004401846898,2.119752748822108e-15,
relay,alpha,-0.20000000000000004,500,-0.19999999999999998,-0.19999999999999998,-0.2000000000000002,-0.19999999999999973,-0.20000000000000046,-0.19999999999999957,1.447394057023401e-16,0.0
relay,tau,4.999999999999999,500,5.0,5.0,4.999999999999995,5.000000000000007,4.9999999999999885,5.000000000000011,3.686100952432896e-15,
relay,gap,1.4644660940672614,500,1.4644660940672625,1.4644660940672625,1.4644660940672594,1.4644660940672654,1.4644660940672571,1.4644660940672676,1.7615849641482397e-15,
relay,Q,0.0,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
relay,r_PR,2.694029850746269,500,2.5739761203772713,2.603902369056838,2.359137726504658,2.6845827108938805,2.219216005577375,2.6932053034514634,0.1027703504585818,
relay,omega,-0.19999999999999998,500,-0.07209692102235991,-0.10474016241412079,-0.18877387649908337,0.1517014134253024,-0.1991353083286679,0.31808834371857886,0.11026218061174062,0.222
relay,G_max,1.0,500,1.0109347089631766,1.0,1.0,1.078595703338934,1.0,1.2254689609033613,0.03193006250711762,
relay,t_star,0.0,500,0.13291614518147685,0.0,0.0,0.8760951188986228,0.0,1.3767209011264074,0.2808125772589794,
relay,nu,2.229607111456169e-08,500,0.36253443353965714,0.3569064474572724,0.12894415803087905,0.6122107205768769,0.035908480689699464,0.7145763066142816,0.14830547329075996,
relay,horizon,99.99999999999999,500,100.0,100.00000000000001,99.9999999999999,100.00000000000013,99.99999999999977,100.00000000000021,7.090632666182807e-14,
relay_het,alpha,-0.19332559881821898,500,-0.1933255988182189,-0.19332559881821892,-0.19332559881821917,-0.19332559881821867,-0.19332559881821937,-0.19332559881821826,1.5331030311528911e-16,0.0
relay_het,tau,5.172620729551104,500,5.172620729551106,5.172620729551106,5.172620729551099,5.172620729551113,5.172620729551094,5.172620729551124,4.13628037159394e-15,
relay_het,gap,1.5756840814837936,500,1.575684081483794,1.575684081483794,1.5756840814837902,1.5756840814837971,1.5756840814837887,1.5756840814838025,2.044571481846329e-15,
relay_het,Q,0.0,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
relay_het,r_PR,2.6900149031296574,500,2.5695824995922214,2.6017528806154973,2.376160018108857,2.6806144261976423,2.1135572973418593,2.689526199055202,0.10228254208388227,
relay_het,omega,-0.19332559881821895,500,-0.06756055413063063,-0.09916313649573034,-0.18141596828451775,0.1348674249383836,-0.19217487682225443,0.5040741471537464,0.10415283569601068,0.252
relay_het,G_max,1.0,500,1.009568173827713,1.0,1.0,1.0620167420574655,1.0,1.3295976190934502,0.028801627165508395,
relay_het,t_star,0.0,500,0.1406124183302253,0.0,0.0,0.7768641896697532,0.0,1.1652962845046297,0.2701893247085201,
relay_het,nu,0.0,500,0.36399647925384454,0.35957002055423787,0.132139968078778,0.5997515728263672,0.037439705710457266,0.7484948467612205,0.14519599662969784,
relay_het,horizon,103.45241459102209,500,103.45241459102213,103.45241459102212,103.45241459102199,103.45241459102225,103.45241459102188,103.45241459102247,7.98366779117838e-14,
