model,descriptor,baseline,min_over_scalings,max_over_scalings,std_over_scalings
predator_prey,nu,0.6546536707079764,0.6546536707079764,0.8994938391807671,0.11541876228931135
predator_prey,horizon,170.71067811865478,170.71067811865478,170.71067811865484,3.2818563180946156e-14
repressilator,alpha,-0.30319604553856405,-0.3031960455385643,-0.30319604553856405,1.0629576194313574e-16
repressilator,tau,3.298196050755577,3.2981960507555743,3.298196050755577,1.2560739669470201e-15
repressilator,gap,0.0,0.0,0.0,0.0
repressilator,Q,3.9805923256628004,3.9805923256628004,3.9805923256628004,4.440892098500626e-16
repressilator,r_PR,2.7007452578976356,1.840709418934067,2.7007452578976356,0.405424782529734
repressilator,omega,-0.3031960455385639,-0.3031960455385639,1.2941868021568463,0.7530134958376684
repressilator,G_max,1.0,1.0,1.8465333229448395,0.39905963543645173
repressilator,t_star,0.0,0.0,0.9081390878175549,0.42810087150423914
repressilator,nu,2.457158757679307e-08,2.457158757679307e-08,0.8063510315102086,0.38011751001526645
repressilator,horizon,65.96392101511154,65.9639210151115,65.96392101511154,2.0097183471152322e-14
repressilator_het,alpha,-0.260193748088152,-0.260193748088152,-0.26019374808815143,2.6233546591994993e-16
repressilator_het,tau,3.843289884356508,3.843289884356508,3.843289884356516,3.76822190084106e-15
repressilator_het,gap,0.0,0.0,0.0,0.0
repressilator_het,Q,4.3514797863234085,4.3514797863234085,4.3514797863234165,3.76822190084106e-15
repressilator_het,r_PR,2.5493146622034306,2.2568138721814104,2.5493146622034306,0.13788619475132863
repressilator_het,omega,0.09477867803984892,0.09477867803984892,0.39794026791054277,0.1429117439952417
repressilator_het,G_max,1.0395878168272323,1.0395878168272323,1.3056467136527592,0.12542136676022803
repressilator_het,t_star,0.6734175016394381,0.6734175016394381,1.0582275025762624,0.1814011740872201
repressilator_het,nu,0.2705299966146651,0.2705299966146651,0.5846074056101292,0.14805751047879565
repressilator_het,horizon,76.86579768713015,76.86579768713015,76.86579768713032,8.038873388460929e-14
goodwin,alpha,-0.4517363630498353,-0.4517363630498353,-0.45173636304983517,5.551115123125783e-17
goodwin,tau,2.213680548647089,2.213680548647089,2.2136805486470896,2.5639502485114184e-16
goodwin,gap,0.0,0.0,0.0,0.0
goodwin,Q,2.1021563744148293,2.1021563744148293,2.10215637441483,5.127900497022837e-16
goodwin,r_PR,2.647197467348171,2.3816154023309606,2.647197467348171,0.12519658609013073
goodwin,omega,-0.3407831200973092,-0.3407831200973092,0.04621768601231313,0.1824339295498495
goodwin,G_max,1.0,1.0,1.0097152678579757,0.004579821188945556
goodwin,t_star,0.0,0.0,0.3324676668806643,0.1567267611843919
goodwin,nu,0.1395122443586041,0.1395122443586041,0.4849253628563278,0.16282930560035527
goodwin,horizon,44.27361097294178,44.27361097294178,44.273610972941796,7.105427357601002e-15
selkov,alpha,-0.12131578947368425,-0.12131578947368425,-0.12131578947368424,8.012344526598183e-18
selkov,tau,8.242950108459867,8.242950108459867,8.242950108459867,0.0
selkov,gap,0.0,0.0,0.0,0.0
selkov,Q,3.4510553506436437,3.4510553506436437,3.451055350643645,6.280369834735101e-16
selkov,r_PR,1.3547191375861876,1.0782097608045111,1.3547191375861876,0.130347770255993
selkov,omega,0.2943974780264323,0.2943974780264323,0.9368345518396353,0.3028477409193056
selkov,G_max,1.6157027281397351,1.6157027281397351,3.477704405851353,0.8777560085937423
selkov,t_star,2.6823116748430107,2.6823116748430107,3.0949750094342434,0.19453136149100922
selkov,nu,0.8032937584805518,0.8032937584805518,0.9600990778016026,0.07391873641202466
selkov,horizon,164.85900216919734,164.85900216919734,164.85900216919737,1.6409281590473078e-14
toggle,alpha,-0.8761360673585539,-0.8761360673585539,-0.8761360673585539,1.1102230246251565e-16
toggle,tau,1.141375223844946,1.141375223844946,1.141375223844946,0.0
toggle,gap,0.14137522384494575,0.14137522384494575,0.14137522384494575,0.0
toggle,Q,0.0,0.0,0.0,0.0
toggle,r_PR,1.991320350334667,1.9913109917639147,1.991320350334667,4.41167256080011e-06
toggle,omega,-0.8761360673585539,-0.8761360673585539,-0.8761023957209032,1.587296221096212e-05
toggle,G_max,1.0,1.0,1.0,0.0
toggle,t_star,0.0,0.0,0.0,0.0
toggle,nu,0.0,0.0,0.0030725414694178495,0.0014484099390014936
toggle,horizon,22.827504476898916,22.827504476898916,22.827504476898916,3.552713678800501e-15
toggle_het,alpha,-0.7999998591409242,-0.7999998591409242,-0.7999998591409242,0.0
toggle_het,tau,1.2500002200923448,1.2500002200923448,1.2500002200923448,0.0
toggle_het,gap,0.25000022009220746,0.25000022009220746,0.25000022009220746,0.0
toggle_het,Q,0.0,0.0,0.0,0.0
toggle_het,r_PR,1.9397944596690397,1.8624306997553204,1.9397944596690397,0.0364696261687193
toggle_het,omega,-0.7399218938845793,-0.7399218938845793,-0.6474026797965908,0.04361397578111107
toggle_het,G_max,1.0,1.0,1.0,0.0
toggle_het,t_star,0.0,0.0,0.0,0.0
toggle_het,nu,0.1916002129637749,0.1916002129637749,0.34060020344124275,0.07023926910889901
toggle_het,horizon,25.000004401846894,25.000004401846894,25.000004401846894,0.0
relay,alpha,-0.20000000000000004,-0.20000000000000007,-0.20000000000000004,1.6024689053196365e-17
relay,tau,4.999999999999999,4.999999999999998,4.999999999999999,5.127900497022837e-16
relay,gap,1.4644660940672614,1.4644660940672605,1.4644660940672614,4.2518304777254294e-16
relay,Q,0.0,0.0,0.0,0.0
relay,r_PR,2.694029850746269,2.6877835591689454,2.694029850746269,0.002944530087729286
relay,omega,-0.19999999999999998,-0.19999999999999998,-0.19133779316135982,0.004083403463761964
relay,G_max,1.0,1.0,1.0,0.0
relay,t_star,0.0,0.0,0.0,0.0
relay,nu,2.229607111456169e-08,2.229607111456169e-08,0.1126136253364348,0.05308656157579412
relay,horizon,99.99999999999999,99.99999999999997,99.99999999999999,8.204640795236539e-15
relay_het,alpha,-0.19332559881821898,-0.19332559881821898,-0.1933255988182188,8.326672684688674e-17
relay_het,tau,5.172620729551104,5.172620729551104,5.172620729551109,2.1142875386882457e-15
relay_het,gap,1.5756840814837936,1.5756840814837936,1.5756840814837951,7.364386412590295e-16
relay_het,Q,0.0,0.0,0.0,0.0
relay_het,r_PR,2.6900149031296574,2.5275197482350644,2.6900149031296574,0.07660095062395006
relay_het,omega,-0.19332559881821895,-0.19332559881821895,-0.06857995888771255,0.05880565861221095
relay_het,G_max,1.0,1.0,1.0,0.0
relay_het,t_star,0.0,0.0,0.0,0.0
relay_het,nu,0.0,0.0,0.40598681832635786,0.19138402154061235
relay_het,horizon,103.45241459102209,103.45241459102209,103.45241459102218,4.263256414560601e-14
